SHOULDBE ,STATE,ABBR,CURRENTNAME,fips,lat,long
Mississippi,Missouri,MO,Osage County,29151,38.464253,-91.859504
Moniteau,Missouri,MO,Ozark County,29153,36.64959,-92.458549
Monroe,Missouri,MO,Pemiscot County,29155,36.209916,-89.785942
Montgomery,Missouri,MO,Perry County,29157,37.71113,-89.802125
Morgan,Missouri,MO,Pettis County,29159,38.727367,-93.285207
New Madrid,Missouri,MO,Phelps County,29161,37.866326,-91.790349
Newton,Missouri,MO,Pike County,29163,39.339959,-91.171607
Nodaway,Missouri,MO,Platte County,29165,39.378696,-94.761472
Oregon,Missouri,MO,Polk County,29167,37.616761,-93.400817
Osage,Missouri,MO,Pulaski County,29169,37.824835,-92.207022
Ozark,Missouri,MO,Putnam County,29171,40.478606,-93.014531
Pemiscot,Missouri,MO,Ralls County,29173,39.553455,-91.524787
Perry,Missouri,MO,Randolph County,29175,39.439249,-92.492959
Pettis,Missouri,MO,Ray County,29177,39.308401,-93.995746
Phelps,Missouri,MO,Reynolds County,29179,37.366464,-90.972282
Pike,Missouri,MO,Ripley County,29181,36.65017,-90.874834
Platte,Missouri,MO,St. Charles County,29183,38.781102,-90.674915
Polk,Missouri,MO,St. Clair County,29185,38.04223,-93.77656
Pulaski,Missouri,MO,Ste. Genevieve County,29186,37.885845,-90.161531
Putnam,Missouri,MO,St. Francois County,29187,37.810707,-90.473868
Ralls,Missouri,MO,St. Louis County,29189,38.640688,-90.446073
Randolph,Missouri,MO,Saline County,29195,39.13584,-93.204164
Ray,Missouri,MO,Schuyler County,29197,40.469361,-92.519016
Reynolds,Missouri,MO,Scotland County,29199,40.447686,-92.142824
Ripley,Missouri,MO,Scott County,29201,37.047793,-89.568098
Saline,Missouri,MO,Shannon County,29203,37.152498,-91.391328
Schuyler,Missouri,MO,Shelby County,29205,39.797531,-92.088719
Scotland,Missouri,MO,Stoddard County,29207,36.851557,-89.947481
Scott,Missouri,MO,Stone County,29209,36.751004,-93.473701
Shannon,Missouri,MO,Sullivan County,29211,40.209587,-93.109783
Shelby,Missouri,MO,Taney County,29213,36.649827,-93.042819
St. Charles,Missouri,MO,Texas County,29215,37.314257,-91.964478
St. Clair,Missouri,MO,Vernon County,29217,37.850196,-94.341597
Ste. Genevieve,Missouri,MO,Warren County,29219,38.761902,-91.159306
St. Francois,Missouri,MO,Washington County,29221,37.942611,-90.897018
St. Louis,Missouri,MO,Wayne County,29223,37.111074,-90.453931
St. Louis city,Missouri,MO,Webster County,29225,37.280804,-92.87608
Stoddard,Missouri,MO,Worth County,29227,40.480499,-94.419198
Stone,Missouri,MO,Wright County,29229,37.267633,-92.479989
Sullivan,Missouri,MO,St. Louis city,29510,38.635699,-90.244582
Taney,Missouri,MT,Beaverhead County,30001,45.133863,-112.892869
Texas,Missouri,MT,Big Horn County,30003,45.407869,-107.518163
Vernon,Missouri,MT,Blaine County,30005,48.428282,-108.967648
Warren,Missouri,MT,Broadwater County,30007,46.329849,-111.497873
Washington,Missouri,MT,Carbon County,30009,45.224468,-109.028554
Wayne,Missouri,MT,Carter County,30011,45.516825,-104.515324
Webster,Missouri,MT,Cascade County,30013,47.316575,-111.350262
Worth,Missouri,MT,Chouteau County,30015,47.886834,-110.4362
Wright,Missouri,MT,Custer County,30017,46.261414,-105.550352
Beaverhead,Montana,MT,Daniels County,30019,48.794429,-105.541739
Big Horn,Montana,MT,Dawson County,30021,47.26613,-104.898271
Blaine,Montana,MT,Deer Lodge County,30023,46.094672,-113.141624
Broadwater,Montana,MT,Fallon County,30025,46.318184,-104.405718
Carbon,Montana,MT,Fergus County,30027,47.225221,-109.232138
Cascade,Montana,MT,Flathead County,30029,48.314678,-114.054295
Chouteau,Montana,MT,Gallatin County,30031,45.518054,-111.163921
Custer,Montana,MT,Garfield County,30033,47.267184,-106.995991
Daniels,Montana,MT,Glacier County,30035,48.705671,-112.990502
Dawson,Montana,MT,Golden Valley County,30037,46.380624,-109.174586
Deer Lodge,Montana,MT,Granite County,30039,46.395955,-113.427356
Fallon,Montana,MT,Hill County,30041,48.631959,-110.106321
Fergus,Montana,MT,Jefferson County,30043,46.124232,-112.059428
Flathead,Montana,MT,Judith Basin County,30045,47.032558,-110.30532
Gallatin,Montana,MT,Lake County,30047,47.642901,-114.083687
Garfield,Montana,MT,Lewis and Clark County,30049,47.132013,-112.373367
Glacier,Montana,MT,Liberty County,30051,48.559654,-111.036924
Golden Valley,Montana,MT,Lincoln County,30053,48.552385,-115.463185
Granite,Montana,MT,McCone County,30055,47.629628,-105.757222
Hill,Montana,MT,Madison County,30057,45.32529,-111.913791
Jefferson,Montana,MT,Meagher County,30059,46.5857,-110.92174
Judith Basin,Montana,MT,Mineral County,30061,47.151942,-115.065627
Lake,Montana,MT,Missoula County,30063,47.027263,-113.892691
Lewis and Clark,Montana,MT,Musselshell County,30065,46.505281,-108.439763
Liberty,Montana,MT,Park County,30067,45.421429,-110.53276
Lincoln,Montana,MT,Petroleum County,30069,47.141917,-108.226575
Madison,Montana,MT,Phillips County,30071,48.250143,-107.928897
McCone,Montana,MT,Pondera County,30073,48.228604,-112.220761
Meagher,Montana,MT,Powder River County,30075,45.408926,-105.555344
Mineral,Montana,MT,Powell County,30077,46.844225,-112.9311
Missoula,Montana,MT,Prairie County,30079,46.812384,-105.503994
Musselshell,Montana,MT,Ravalli County,30081,46.077744,-114.105795
Park,Montana,MT,Richland County,30083,47.785633,-104.563408
Phillips,Montana,MT,Roosevelt County,30085,48.282747,-104.99517
Pondera,Montana,MT,Rosebud County,30087,46.173233,-106.666746
Powder River,Montana,MT,Sanders County,30089,47.756497,-115.180306
Powell,Montana,MT,Sheridan County,30091,48.705523,-104.533913
Prairie,Montana,MT,Silver Bow County,30093,45.896232,-112.660071
Ravalli,Montana,MT,Stillwater County,30095,45.658545,-109.381576
Richland,Montana,MT,Sweet Grass County,30097,45.811292,-109.944796
Roosevelt,Montana,MT,Teton County,30099,47.819035,-112.281725
Rosebud,Montana,MT,Toole County,30101,48.645125,-111.733472
Sanders,Montana,MT,Treasure County,30103,46.229441,-107.285772
Sheridan,Montana,MT,Valley County,30105,48.34985,-106.670424
Silver Bow,Montana,MT,Wheatland County,30107,46.497047,-109.857147
Stillwater,Montana,MT,Wibaux County,30109,46.962966,-104.274518
Sweet Grass,Montana,MT,Yellowstone County,30111,45.936987,-108.276656
Teton,Montana,NE,Adams County,31001,40.520632,-98.500044
Toole,Montana,NE,Antelope County,31003,42.183225,-98.058037
Treasure,Montana,NE,Arthur County,31005,41.57193,-101.695917
Valley,Montana,NE,Banner County,31007,41.53975,-103.726263
Wheatland,Montana,NE,Blaine County,31009,41.931945,-99.996407
Wibaux,Montana,NE,Boone County,31011,41.703934,-98.070476
Yellowstone,Montana,NE,Box Butte County,31013,42.21038,-103.081779
Adams,Nebraska,NE,Boyd County,31015,42.894448,-98.773022
Antelope,Nebraska,NE,Brown County,31017,42.359562,-99.92392
Arthur,Nebraska,NE,Buffalo County,31019,40.855226,-99.074983
Banner,Nebraska,NE,Burt County,31021,41.854179,-96.337746
Boone,Nebraska,NE,Butler County,31023,41.226072,-97.132039
Box Butte,Nebraska,NE,Cass County,31025,40.909878,-96.140609
Boyd,Nebraska,NE,Cedar County,31027,42.60456,-97.25687
Brown,Nebraska,NE,Chase County,31029,40.53039,-101.694192
Buffalo,Nebraska,NE,Cherry County,31031,42.571323,-101.047653
Burt,Nebraska,NE,Cheyenne County,31033,41.214236,-103.011929
Butler,Nebraska,NE,Clay County,31035,40.523669,-98.050858
Cass,Nebraska,NE,Colfax County,31037,41.57496,-97.088945
Cedar,Nebraska,NE,Cuming County,31039,41.915865,-96.788517
Chase,Nebraska,NE,Custer County,31041,41.393893,-99.726866
Cherry,Nebraska,NE,Dakota County,31043,42.391645,-96.561356
Cheyenne,Nebraska,NE,Dawes County,31045,42.711214,-103.134872
Clay,Nebraska,NE,Dawson County,31047,40.867378,-99.815154
Colfax,Nebraska,NE,Deuel County,31049,41.111903,-102.332609
Cuming,Nebraska,NE,Dixon County,31051,42.48528,-96.855862
Custer,Nebraska,NE,Dodge County,31053,41.577008,-96.645853
Dakota,Nebraska,NE,Douglas County,31055,41.297091,-96.154066
Dawes,Nebraska,NE,Dundy County,31057,40.180165,-101.681133
Dawson,Nebraska,NE,Fillmore County,31059,40.52504,-97.596705
Deuel,Nebraska,NE,Franklin County,31061,40.183203,-98.96208
Dixon,Nebraska,NE,Frontier County,31063,40.530947,-100.406683
Dodge,Nebraska,NE,Furnas County,31065,40.191865,-99.909663
Douglas,Nebraska,NE,Gage County,31067,40.255234,-96.683453
Dundy,Nebraska,NE,Garden County,31069,41.633364,-102.302985
Fillmore,Nebraska,NE,Garfield County,31071,41.906868,-98.951231
Franklin,Nebraska,NE,Gosper County,31073,40.509095,-99.823206
Frontier,Nebraska,NE,Grant County,31075,41.913957,-101.755965
Furnas,Nebraska,NE,Greeley County,31077,41.567571,-98.530565
Gage,Nebraska,NE,Hall County,31079,40.866027,-98.502664
Garden,Nebraska,NE,Hamilton County,31081,40.872817,-98.022329
Garfield,Nebraska,NE,Harlan County,31083,40.178766,-99.403418
Gosper,Nebraska,NE,Hayes County,31085,40.537234,-101.047963
Greeley,Nebraska,NE,Hitchcock County,31087,40.176896,-101.044217
Hall,Nebraska,NE,Holt County,31089,42.459287,-98.784766
Hamilton,Nebraska,NE,Hooker County,31091,41.920317,-101.117324
Harlan,Nebraska,NE,Howard County,31093,41.216851,-98.513342
Hitchcock,Nebraska,NE,Jefferson County,31095,40.175736,-97.143103
Holt,Nebraska,NE,Johnson County,31097,40.39501,-96.265367
Hooker,Nebraska,NE,Kearney County,31099,40.50912,-98.947602
Howard,Nebraska,NE,Keith County,31101,41.194245,-101.644449
Jefferson,Nebraska,NE,Keya Paha County,31103,42.87548,-99.718351
Johnson,Nebraska,NE,Kimball County,31105,41.199274,-103.703153
Kearney,Nebraska,NE,Knox County,31107,42.634404,-97.891349
Keith,Nebraska,NE,Lancaster County,31109,40.783547,-96.688658
Kimball,Nebraska,NE,Lincoln County,31111,41.050322,-100.744481
Knox,Nebraska,NE,Logan County,31113,41.542155,-100.443665
Lancaster,Nebraska,NE,Loup County,31115,41.903183,-99.509852
Lincoln,Nebraska,NE,McPherson County,31117,41.648414,-101.120851
Madison,Nebraska,NE,Madison County,31119,41.909929,-97.606856
McPherson,Nebraska,NE,Merrick County,31121,41.16979,-98.031057
Merrick,Nebraska,NE,Morrill County,31123,41.732204,-102.990594
Morrill,Nebraska,NE,Nance County,31125,41.402385,-97.991408
Nance,Nebraska,NE,Nemaha County,31127,40.387389,-95.852721
Nemaha,Nebraska,NE,Nuckolls County,31129,40.176492,-98.046842
Nuckolls,Nebraska,NE,Otoe County,31131,40.637992,-96.131027
Otoe,Nebraska,NE,Pawnee County,31133,40.13785,-96.245225
Pawnee,Nebraska,NE,Perkins County,31135,40.857646,-101.627468
Perkins,Nebraska,NE,Phelps County,31137,40.516365,-99.406557
Phelps,Nebraska,NE,Pierce County,31139,42.271413,-97.610992
Pierce,Nebraska,NE,Platte County,31141,41.576866,-97.513467
Platte,Nebraska,NE,Polk County,31143,41.187925,-97.570663
Polk,Nebraska,NE,Red Willow County,31145,40.16942,-100.468576
Red Willow,Nebraska,NE,Richardson County,31147,40.123743,-95.718603
Richardson,Nebraska,NE,Rock County,31149,42.394749,-99.420851
Rock,Nebraska,NE,Saline County,31151,40.516802,-97.131755
Saline,Nebraska,NE,Sarpy County,31153,41.115064,-96.109125
Sarpy,Nebraska,NE,Saunders County,31155,41.223388,-96.642097
Saunders,Nebraska,NE,Scotts Bluff County,31157,41.850331,-103.701549
Scotts Bluff,Nebraska,NE,Seward County,31159,40.871944,-97.140383
Seward,Nebraska,NE,Sheridan County,31161,42.512289,-102.36828
Sheridan,Nebraska,NE,Sherman County,31163,41.218743,-98.972849
Sherman,Nebraska,NE,Sioux County,31165,42.470668,-103.73217
Sioux,Nebraska,NE,Stanton County,31167,41.905045,-97.177109
Stanton,Nebraska,NE,Thayer County,31169,40.173845,-97.596263
Thayer,Nebraska,NE,Thomas County,31171,41.85573,-100.524703
Thomas,Nebraska,NE,Thurston County,31173,42.154061,-96.533943
Thurston,Nebraska,NE,Valley County,31175,41.564094,-98.983484
Unknown,Nebraska,NE,Washington County,31177,41.533973,-96.224577
Valley,Nebraska,NE,Wayne County,31179,42.210746,-97.126243
Washington,Nebraska,NE,Webster County,31181,40.180646,-98.49859
Wayne,Nebraska,NE,Wheeler County,31183,41.922575,-98.520853
Webster,Nebraska,NE,York County,31185,40.873056,-97.596742
Wheeler,Nebraska,NV,Churchill County,32001,39.53771,-118.264166
York,Nebraska,NV,Clark County,32003,36.214257,-115.013812
Carson City,Nevada,NV,Douglas County,32005,38.905129,-119.609019
Churchill,Nevada,NV,Elko County,32007,41.141133,-115.351424
Clark,Nevada,NV,Esmeralda County,32009,37.778966,-117.632382
Douglas,Nevada,NV,Eureka County,32011,39.977788,-116.272208
Elko,Nevada,NV,Humboldt County,32013,41.407914,-118.127591
Eureka,Nevada,NV,Lander County,32015,39.90021,-117.04724
Humboldt,Nevada,NV,Lincoln County,32017,37.634605,-114.863037
Lander,Nevada,NV,Lyon County,32019,39.022213,-119.197425
Lincoln,Nevada,NV,Mineral County,32021,38.516647,-118.416279
Lyon,Nevada,NV,Nye County,32023,37.965864,-116.459011
Mineral,Nevada,NV,Pershing County,32027,40.439639,-118.409477
Nye,Nevada,NV,Storey County,32029,39.438385,-119.524646
Pershing,Nevada,NV,Washoe County,32031,40.73132,-119.663269
Storey,Nevada,NV,White Pine County,32033,39.418234,-114.900605
Washoe,Nevada,NV,Carson City,32510,39.15306,-119.747368
White Pine,Nevada,NH,Belknap County,33001,43.519109,-71.425366
Belknap,New Hampshire,NH,Carroll County,33003,43.867774,-71.20156
Carroll,New Hampshire,NH,Cheshire County,33005,42.92546,-72.248183
Cheshire,New Hampshire,NH,Coos County,33007,44.652548,-71.289431
Coos,New Hampshire,NH,Grafton County,33009,43.926439,-71.842424
Grafton,New Hampshire,NH,Hillsborough County,33011,42.911532,-71.723055
Hillsborough,New Hampshire,NH,Merrimack County,33013,43.299579,-71.680041
Merrimack,New Hampshire,NH,Rockingham County,33015,42.988664,-71.09908
Rockingham,New Hampshire,NH,Strafford County,33017,43.293272,-71.035589
Strafford,New Hampshire,NH,Sullivan County,33019,43.361188,-72.222084
Sullivan,New Hampshire,NJ,Atlantic County,34001,39.469355,-74.633759
Atlantic,New Jersey,NJ,Bergen County,34003,40.959698,-74.074727
Bergen,New Jersey,NJ,Burlington County,34005,39.875786,-74.663006
Burlington,New Jersey,NJ,Camden County,34007,39.802407,-74.961249
Camden,New Jersey,NJ,Cape May County,34009,39.085841,-74.846354
Cape May,New Jersey,NJ,Cumberland County,34011,39.328434,-75.121628
Cumberland,New Jersey,NJ,Essex County,34013,40.7874,-74.246292
Essex,New Jersey,NJ,Gloucester County,34015,39.722875,-75.145679
Gloucester,New Jersey,NJ,Hudson County,34017,40.731375,-74.078601
Hudson,New Jersey,NJ,Hunterdon County,34019,40.565283,-74.911969
Hunterdon,New Jersey,NJ,Mercer County,34021,40.282503,-74.703724
Mercer,New Jersey,NJ,Middlesex County,34023,40.439621,-74.40743
Middlesex,New Jersey,NJ,Monmouth County,34025,40.287048,-74.152446
Monmouth,New Jersey,NJ,Morris County,34027,40.858896,-74.547292
Morris,New Jersey,NJ,Ocean County,34029,39.865669,-74.258864
Ocean,New Jersey,NJ,Passaic County,34031,41.03789,-74.29828
Passaic,New Jersey,NJ,Salem County,34033,39.573828,-75.357356
Salem,New Jersey,NJ,Somerset County,34035,40.565527,-74.619938
Somerset,New Jersey,NJ,Sussex County,34037,41.137461,-74.691914
Sussex,New Jersey,NJ,Union County,34039,40.659871,-74.308696
Union,New Jersey,NJ,Warren County,34041,40.853491,-75.009498
Unknown,New Jersey,NM,Bernalillo County,35001,35.053628,-106.66908
Warren,New Jersey,NM,Catron County,35003,33.901621,-108.391928
Bernalillo,New Mexico,NM,Chaves County,35005,33.361604,-104.469837
Catron,New Mexico,NM,Cibola County,35006,34.928272,-107.99268
Chaves,New Mexico,NM,Colfax County,35007,36.612964,-104.64011
Cibola,New Mexico,NM,Curry County,35009,34.572984,-103.346055
Colfax,New Mexico,NM,De Baca County,35011,34.359273,-104.368696
Curry,New Mexico,NM,Do̱a Ana County,35013,32.349919,-106.834968
Do̱a Ana,New Mexico,NM,Eddy County,35015,32.457835,-104.306434
Eddy,New Mexico,NM,Grant County,35017,32.732087,-108.381504
Grant,New Mexico,NM,Guadalupe County,35019,34.869782,-104.784968
Guadalupe,New Mexico,NM,Harding County,35021,35.858516,-103.847925
Harding,New Mexico,NM,Hidalgo County,35023,31.898052,-108.751929
Hidalgo,New Mexico,NM,Lea County,35025,32.795687,-103.413271
Lea,New Mexico,NM,Lincoln County,35027,33.740841,-105.449805
Lincoln,New Mexico,NM,Los Alamos County,35028,35.870047,-106.307968
Los Alamos,New Mexico,NM,Luna County,35029,32.184523,-107.747191
Luna,New Mexico,NM,McKinley County,35031,35.583878,-108.253266
McKinley,New Mexico,NM,Mora County,35033,35.982841,-104.921898
Mora,New Mexico,NM,Otero County,35035,32.615599,-105.751308
Otero,New Mexico,NM,Quay County,35037,35.107018,-103.548071
Quay,New Mexico,NM,Rio Arriba County,35039,36.509669,-106.693983
Rio Arriba,New Mexico,NM,Roosevelt County,35041,34.021207,-103.483004
Roosevelt,New Mexico,NM,Sandoval County,35043,35.685091,-106.883119
Sandoval,New Mexico,NM,San Juan County,35045,36.511624,-108.324578
San Juan,New Mexico,NM,San Miguel County,35047,35.476859,-104.803519
San Miguel,New Mexico,NM,Santa Fe County,35049,35.51453,-105.963972
Santa Fe,New Mexico,NM,Sierra County,35051,33.119468,-107.188161
Sierra,New Mexico,NM,Socorro County,35053,33.991658,-106.939136
Socorro,New Mexico,NM,Taos County,35055,36.576529,-105.637986
Taos,New Mexico,NM,Torrance County,35057,34.554978,-105.890557
Torrance,New Mexico,NM,Union County,35059,36.488085,-103.475723
Union,New Mexico,NM,Valencia County,35061,34.71684,-106.806582
Valencia,New Mexico,NY,Albany County,36001,42.58824,-73.97401
Albany,New York,NY,Allegany County,36003,42.247853,-78.026153
Allegany,New York,NY,Bronx County,36005,40.848711,-73.852939
Broome,New York,NY,Broome County,36007,42.161977,-75.830283
Cattaraugus,New York,NY,Cattaraugus County,36009,42.239099,-78.662332
Cayuga,New York,NY,Cayuga County,36011,43.008546,-76.574587
Chautauqua,New York,NY,Chautauqua County,36013,42.304216,-79.407595
Chemung,New York,NY,Chemung County,36015,42.15528,-76.747179
Chenango,New York,NY,Chenango County,36017,42.478024,-75.602241
Clinton,New York,NY,Clinton County,36019,44.752712,-73.705643
Columbia,New York,NY,Columbia County,36021,42.247729,-73.626806
Cortland,New York,NY,Cortland County,36023,42.594039,-76.07624
Delaware,New York,NY,Delaware County,36025,42.193986,-74.966728
Dutchess,New York,NY,Dutchess County,36027,41.75477,-73.740041
Erie,New York,NY,Erie County,36029,42.752759,-78.778192
Essex,New York,NY,Essex County,36031,44.109601,-73.778431
Franklin,New York,NY,Franklin County,36033,44.594376,-74.31067
Fulton,New York,NY,Fulton County,36035,43.115609,-74.423678
Genesee,New York,NY,Genesee County,36037,43.00091,-78.192778
Greene,New York,NY,Greene County,36039,42.279821,-74.142025
Hamilton,New York,NY,Hamilton County,36041,43.657879,-74.502456
Herkimer,New York,NY,Herkimer County,36043,43.407489,-75.011683
Jefferson,New York,NY,Jefferson County,36045,43.996389,-76.052968
Lewis,New York,NY,Kings County,36047,40.635045,-73.95064
Livingston,New York,NY,Lewis County,36049,43.782681,-75.44414
Madison,New York,NY,Livingston County,36051,42.727485,-77.769779
Monroe,New York,NY,Madison County,36053,42.910026,-75.663575
Montgomery,New York,NY,Monroe County,36055,43.464484,-77.664658
Nassau,New York,NY,Montgomery County,36057,42.900891,-74.435357
New York City,New York,NY,Nassau County,36059,40.729612,-73.589414
Niagara,New York,NY,New York County,36061,40.776642,-73.970187
Oneida,New York,NY,Niagara County,36063,43.456731,-78.792142
Onondaga,New York,NY,Oneida County,36065,43.242727,-75.434282
Ontario,New York,NY,Onondaga County,36067,43.006516,-76.196134
Orange,New York,NY,Ontario County,36069,42.856357,-77.303497
Orleans,New York,NY,Orange County,36071,41.40241,-74.306252
Oswego,New York,NY,Orleans County,36073,43.502287,-78.229726
Otsego,New York,NY,Oswego County,36075,43.461443,-76.209262
Putnam,New York,NY,Otsego County,36077,42.629776,-75.028841
Rensselaer,New York,NY,Putnam County,36079,41.427907,-73.743861
Rockland,New York,NY,Queens County,36081,40.658566,-73.838017
Saratoga,New York,NY,Rensselaer County,36083,42.710421,-73.513845
Schenectady,New York,NY,Richmond County,36085,40.561263,-74.1399
Schoharie,New York,NY,Rockland County,36087,41.154628,-74.024662
Schuyler,New York,NY,St. Lawrence County,36089,44.488112,-75.074311
Seneca,New York,NY,Saratoga County,36091,43.106135,-73.855387
Steuben,New York,NY,Schenectady County,36093,42.817552,-74.043559
St. Lawrence,New York,NY,Schoharie County,36095,42.591294,-74.438172
Suffolk,New York,NY,Schuyler County,36097,42.419776,-76.938603
Sullivan,New York,NY,Seneca County,36099,42.782294,-76.827088
Tioga,New York,NY,Steuben County,36101,42.266725,-77.385525
Tompkins,New York,NY,Suffolk County,36103,40.943554,-72.692218
Ulster,New York,NY,Sullivan County,36105,41.719993,-74.771577
Warren,New York,NY,Tioga County,36107,42.178057,-76.297456
Washington,New York,NY,Tompkins County,36109,42.453006,-76.473483
Wayne,New York,NY,Ulster County,36111,41.947212,-74.265458
Westchester,New York,NY,Warren County,36113,43.555105,-73.838139
Wyoming,New York,NY,Washington County,36115,43.312377,-73.439428
Yates,New York,NY,Wayne County,36117,43.458758,-77.063164
Alamance,North Carolina,NY,Westchester County,36119,41.152686,-73.745753
Alexander,North Carolina,NY,Wyoming County,36121,42.701363,-78.228567
Alleghany,North Carolina,NY,Yates County,36123,42.638237,-77.104324
Anson,North Carolina,NC,Alamance County,37001,36.043954,-79.400573
Ashe,North Carolina,NC,Alexander County,37003,35.920951,-81.177467
Avery,North Carolina,NC,Alleghany County,37005,36.489356,-81.132299
Beaufort,North Carolina,NC,Anson County,37007,34.974972,-80.109763
Bertie,North Carolina,NC,Ashe County,37009,36.443469,-81.499334
Bladen,North Carolina,NC,Avery County,37011,36.07209,-81.920285
Brunswick,North Carolina,NC,Beaufort County,37013,35.482313,-76.842014
Buncombe,North Carolina,NC,Bertie County,37015,36.059043,-76.962364
Burke,North Carolina,NC,Bladen County,37017,34.591938,-78.539489
Cabarrus,North Carolina,NC,Brunswick County,37019,34.038754,-78.227765
Caldwell,North Carolina,NC,Buncombe County,37021,35.609371,-82.530423
Camden,North Carolina,NC,Burke County,37023,35.746182,-81.70618
Carteret,North Carolina,NC,Cabarrus County,37025,35.388346,-80.552728
Caswell,North Carolina,NC,Caldwell County,37027,35.966395,-81.512541
Catawba,North Carolina,NC,Camden County,37029,36.342344,-76.162488
Chatham,North Carolina,NC,Carteret County,37031,34.858343,-76.53586
Cherokee,North Carolina,NC,Caswell County,37033,36.394298,-79.339609
Chowan,North Carolina,NC,Catawba County,37035,35.661883,-81.214906
Clay,North Carolina,NC,Chatham County,37037,35.704994,-79.251454
Cleveland,North Carolina,NC,Cherokee County,37039,35.13715,-84.061449
Columbus,North Carolina,NC,Chowan County,37041,36.128979,-76.602752
Craven,North Carolina,NC,Clay County,37043,35.052997,-83.752264
Cumberland,North Carolina,NC,Cleveland County,37045,35.33463,-81.557114
Currituck,North Carolina,NC,Columbus County,37047,34.261602,-78.639308
Dare,North Carolina,NC,Craven County,37049,35.116829,-77.08132
Davidson,North Carolina,NC,Cumberland County,37051,35.050192,-78.828719
Davie,North Carolina,NC,Currituck County,37053,36.372174,-75.941224
Duplin,North Carolina,NC,Dare County,37055,35.606269,-75.767536
Durham,North Carolina,NC,Davidson County,37057,35.795131,-80.207107
Edgecombe,North Carolina,NC,Davie County,37059,35.929355,-80.542552
Forsyth,North Carolina,NC,Duplin County,37061,34.934403,-77.933543
Franklin,North Carolina,NC,Durham County,37063,36.033828,-78.878125
Gaston,North Carolina,NC,Edgecombe County,37065,35.917077,-77.602742
Gates,North Carolina,NC,Forsyth County,37067,36.132466,-80.256961
Graham,North Carolina,NC,Franklin County,37069,36.088241,-78.28309
Granville,North Carolina,NC,Gaston County,37071,35.293344,-81.177256
Greene,North Carolina,NC,Gates County,37073,36.442135,-76.702355
Guilford,North Carolina,NC,Graham County,37075,35.348364,-83.830915
Halifax,North Carolina,NC,Granville County,37077,36.299884,-78.657634
Harnett,North Carolina,NC,Greene County,37079,35.481959,-77.681688
Haywood,North Carolina,NC,Guilford County,37081,36.079065,-79.788665
Henderson,North Carolina,NC,Halifax County,37083,36.251438,-77.644842
Hertford,North Carolina,NC,Harnett County,37085,35.368635,-78.87161
Hoke,North Carolina,NC,Haywood County,37087,35.558882,-82.981307
Hyde,North Carolina,NC,Henderson County,37089,35.336415,-82.479741
Iredell,North Carolina,NC,Hertford County,37091,36.363517,-76.981616
Jackson,North Carolina,NC,Hoke County,37093,35.017233,-79.241964
Johnston,North Carolina,NC,Hyde County,37095,35.408157,-76.153687
Jones,North Carolina,NC,Iredell County,37097,35.806249,-80.87452
Lee,North Carolina,NC,Jackson County,37099,35.281052,-83.119962
Lenoir,North Carolina,NC,Johnston County,37101,35.513419,-78.367348
Lincoln,North Carolina,NC,Jones County,37103,35.032268,-77.356195
Macon,North Carolina,NC,Lee County,37105,35.476336,-79.172117
Madison,North Carolina,NC,Lenoir County,37107,35.240068,-77.63551
Martin,North Carolina,NC,Lincoln County,37109,35.488491,-81.226892
McDowell,North Carolina,NC,McDowell County,37111,35.682271,-82.048044
Mecklenburg,North Carolina,NC,Macon County,37113,35.152959,-83.421901
Mitchell,North Carolina,NC,Madison County,37115,35.864207,-82.71263
Montgomery,North Carolina,NC,Martin County,37117,35.847301,-77.119602
Moore,North Carolina,NC,Mecklenburg County,37119,35.246862,-80.833832
Nash,North Carolina,NC,Mitchell County,37121,36.013102,-82.163554
New Hanover,North Carolina,NC,Montgomery County,37123,35.334415,-79.906602
Northampton,North Carolina,NC,Moore County,37125,35.308272,-79.492725
Onslow,North Carolina,NC,Nash County,37127,35.965945,-77.987555
Orange,North Carolina,NC,New Hanover County,37129,34.183442,-77.864209
Pamlico,North Carolina,NC,Northampton County,37131,36.421774,-77.398352
Pasquotank,North Carolina,NC,Onslow County,37133,34.763109,-77.499469
Pender,North Carolina,NC,Orange County,37135,36.062526,-79.120034
Perquimans,North Carolina,NC,Pamlico County,37137,35.147575,-76.665268
Person,North Carolina,NC,Pasquotank County,37139,36.265199,-76.260691
Pitt,North Carolina,NC,Pender County,37141,34.512556,-77.888106
Polk,North Carolina,NC,Perquimans County,37143,36.180897,-76.403244
Randolph,North Carolina,NC,Person County,37145,36.38635,-78.965623
Richmond,North Carolina,NC,Pitt County,37147,35.59249,-77.372739
Robeson,North Carolina,NC,Polk County,37149,35.277901,-82.167621
Rockingham,North Carolina,NC,Randolph County,37151,35.709915,-79.806215
Rowan,North Carolina,NC,Richmond County,37153,35.004636,-79.755695
Rutherford,North Carolina,NC,Robeson County,37155,34.63921,-79.100881
Sampson,North Carolina,NC,Rockingham County,37157,36.381806,-79.782754
Scotland,North Carolina,NC,Rowan County,37159,35.641355,-80.521721
Stanly,North Carolina,NC,Rutherford County,37161,35.402747,-81.919582
Stokes,North Carolina,NC,Sampson County,37163,34.989298,-78.371174
Surry,North Carolina,NC,Scotland County,37165,34.840023,-79.477337
Swain,North Carolina,NC,Stanly County,37167,35.310449,-80.254374
Transylvania,North Carolina,NC,Stokes County,37169,36.393505,-80.266214
