SHOULDBE ,STATE,ABBR,CURRENTNAME,fips,lat,long
Barnstable,Massachusetts,MA,Essex County,25009,42.642708,-70.864909
Berkshire,Massachusetts,MA,Franklin County,25011,42.584504,-72.591792
Bristol,Massachusetts,MA,Hampden County,25013,42.136198,-72.635648
Dukes,Massachusetts,MA,Hampshire County,25015,42.339459,-72.663694
Essex,Massachusetts,MA,Middlesex County,25017,42.481718,-71.394916
Franklin,Massachusetts,MA,Nantucket County,25019,41.305878,-70.14191
Hampden,Massachusetts,MA,Norfolk County,25021,42.171739,-71.181111
Hampshire,Massachusetts,MA,Plymouth County,25023,41.987196,-70.741942
Middlesex,Massachusetts,MA,Suffolk County,25025,42.338551,-71.018253
Nantucket,Massachusetts,MA,Worcester County,25027,42.311693,-71.940282
Norfolk,Massachusetts,MI,Alcona County,26001,44.682535,-82.834078
Plymouth,Massachusetts,MI,Alger County,26003,47.080077,-86.564108
Suffolk,Massachusetts,MI,Allegan County,26005,42.595787,-86.634745
Unknown,Massachusetts,MI,Alpena County,26007,44.894954,-83.426574
Worcester,Massachusetts,MI,Antrim County,26009,45.005455,-85.175639
Alcona,Michigan,MI,Arenac County,26011,44.036833,-83.740675
Alger,Michigan,MI,Baraga County,26013,46.695859,-88.36181
Allegan,Michigan,MI,Barry County,26015,42.582811,-85.31455
Alpena,Michigan,MI,Bay County,26017,43.699711,-83.978701
Antrim,Michigan,MI,Benzie County,26019,44.648621,-86.494326
Arenac,Michigan,MI,Berrien County,26021,41.791382,-86.742543
Baraga,Michigan,MI,Branch County,26023,41.918455,-85.066885
Barry,Michigan,MI,Calhoun County,26025,42.24299,-85.012385
Bay,Michigan,MI,Cass County,26027,41.917243,-86.000142
Benzie,Michigan,MI,Charlevoix County,26029,45.513164,-85.450392
Berrien,Michigan,MI,Cheboygan County,26031,45.476022,-84.495431
Branch,Michigan,MI,Chippewa County,26033,46.321819,-84.52063
Calhoun,Michigan,MI,Clare County,26035,43.991137,-84.838325
Cass,Michigan,MI,Clinton County,26037,42.950455,-84.591695
Charlevoix,Michigan,MI,Crawford County,26039,44.680175,-84.611343
Cheboygan,Michigan,MI,Delta County,26041,45.805229,-86.901938
Chippewa,Michigan,MI,Dickinson County,26043,46.012825,-87.866123
Clare,Michigan,MI,Eaton County,26045,42.58953,-84.84645
Clinton,Michigan,MI,Emmet County,26047,45.590094,-84.986822
Crawford,Michigan,MI,Genesee County,26049,43.021077,-83.706372
Delta,Michigan,MI,Gladwin County,26051,43.98975,-84.389816
Dickinson,Michigan,MI,Gogebic County,26053,46.461513,-89.806863
Eaton,Michigan,MI,Grand Traverse County,26055,44.718688,-85.553848
Emmet,Michigan,MI,Gratiot County,26057,43.292326,-84.60469
Genesee,Michigan,MI,Hillsdale County,26059,41.927461,-84.637479
Gladwin,Michigan,MI,Houghton County,26061,46.998427,-88.651903
Gogebic,Michigan,MI,Huron County,26063,43.907616,-82.857045
Grand Traverse,Michigan,MI,Ingham County,26065,42.603534,-84.373811
Gratiot,Michigan,MI,Ionia County,26067,42.94465,-85.073766
Hillsdale,Michigan,MI,Iosco County,26069,44.329482,-82.849444
Houghton,Michigan,MI,Iron County,26071,46.170254,-88.540526
Huron,Michigan,MI,Isabella County,26073,43.645233,-84.839424
Ingham,Michigan,MI,Jackson County,26075,42.248474,-84.420868
Ionia,Michigan,MI,Kalamazoo County,26077,42.246266,-85.532854
Iosco,Michigan,MI,Kalkaska County,26079,44.678881,-85.088992
Iron,Michigan,MI,Kent County,26081,43.032497,-85.547446
Isabella,Michigan,MI,Keweenaw County,26083,47.681974,-88.148797
Jackson,Michigan,MI,Lake County,26085,43.995187,-85.8114
Kalamazoo,Michigan,MI,Lapeer County,26087,43.088633,-83.224325
Kalkaska,Michigan,MI,Leelanau County,26089,45.146182,-86.051574
Kent,Michigan,MI,Lenawee County,26091,41.896022,-84.074356
Keweenaw,Michigan,MI,Livingston County,26093,42.602532,-83.911718
Lake,Michigan,MI,Luce County,26095,46.940602,-85.582368
Lapeer,Michigan,MI,Mackinac County,26097,46.167868,-85.303762
Leelanau,Michigan,MI,Macomb County,26099,42.671553,-82.911456
Lenawee,Michigan,MI,Manistee County,26101,44.350386,-86.602967
Livingston,Michigan,MI,Marquette County,26103,46.656596,-87.584028
Luce,Michigan,MI,Mason County,26105,43.996636,-86.750814
Mackinac,Michigan,MI,Mecosta County,26107,43.635295,-85.332751
Macomb,Michigan,MI,Menominee County,26109,45.536207,-87.501811
Manistee,Michigan,MI,Midland County,26111,43.648203,-84.379414
Marquette,Michigan,MI,Missaukee County,26113,44.325424,-85.085471
Mason,Michigan,MI,Monroe County,26115,41.916097,-83.487106
Mecosta,Michigan,MI,Montcalm County,26117,43.312782,-85.149468
Menominee,Michigan,MI,Montmorency County,26119,45.024134,-84.130107
Midland,Michigan,MI,Muskegon County,26121,43.289258,-86.751892
Missaukee,Michigan,MI,Newaygo County,26123,43.562712,-85.791372
Monroe,Michigan,MI,Oakland County,26125,42.660452,-83.38421
Montcalm,Michigan,MI,Oceana County,26127,43.647255,-86.807575
Montmorency,Michigan,MI,Ogemaw County,26129,44.33328,-84.128073
Muskegon,Michigan,MI,Ontonagon County,26131,47.216602,-89.500463
Newaygo,Michigan,MI,Osceola County,26133,43.997552,-85.322283
Oakland,Michigan,MI,Oscoda County,26135,44.687257,-84.126905
Oceana,Michigan,MI,Otsego County,26137,45.021787,-84.576603
Ogemaw,Michigan,MI,Ottawa County,26139,42.942461,-86.654946
Ontonagon,Michigan,MI,Presque Isle County,26141,45.489515,-83.384019
Osceola,Michigan,MI,Roscommon County,26143,44.339517,-84.611271
Oscoda,Michigan,MI,Saginaw County,26145,43.328267,-84.05541
Otsego,Michigan,MI,St. Clair County,26147,42.928803,-82.668913
Ottawa,Michigan,MI,St. Joseph County,26149,41.911488,-85.52287
Presque Isle,Michigan,MI,Sanilac County,26151,43.449155,-82.642815
Roscommon,Michigan,MI,Schoolcraft County,26153,46.021122,-86.197029
Saginaw,Michigan,MI,Shiawassee County,26155,42.951545,-84.146352
Sanilac,Michigan,MI,Tuscola County,26157,43.487902,-83.436618
Schoolcraft,Michigan,MI,Van Buren County,26159,42.28215,-86.306076
Shiawassee,Michigan,MI,Washtenaw County,26161,42.252217,-83.843423
St. Clair,Michigan,MI,Wayne County,26163,42.284664,-83.261953
St. Joseph,Michigan,MI,Wexford County,26165,44.331375,-85.570046
Tuscola,Michigan,MN,Aitkin County,27001,46.602446,-93.41976
Unknown,Michigan,MN,Anoka County,27003,45.27411,-93.242723
Van Buren,Michigan,MN,Becker County,27005,46.937629,-95.741757
Washtenaw,Michigan,MN,Beltrami County,27007,47.879508,-95.00505
Wayne,Michigan,MN,Benton County,27009,45.701225,-94.00144
Wexford,Michigan,MN,Big Stone County,27011,45.419925,-96.402226
Aitkin,Minnesota,MN,Blue Earth County,27013,44.03371,-94.064012
Anoka,Minnesota,MN,Brown County,27015,44.246541,-94.733647
Becker,Minnesota,MN,Carlton County,27017,46.603818,-92.671044
Beltrami,Minnesota,MN,Carver County,27019,44.82132,-93.800091
Benton,Minnesota,MN,Cass County,27021,46.951745,-94.333705
Big Stone,Minnesota,MN,Chippewa County,27023,45.028625,-95.564108
Blue Earth,Minnesota,MN,Chisago County,27025,45.505444,-92.903849
Brown,Minnesota,MN,Clay County,27027,46.898377,-96.494901
Carlton,Minnesota,MN,Clearwater County,27029,47.575873,-95.371117
Carver,Minnesota,MN,Cook County,27031,47.538569,-90.290189
Cass,Minnesota,MN,Cottonwood County,27033,44.010639,-95.183152
Chippewa,Minnesota,MN,Crow Wing County,27035,46.491653,-94.070718
Chisago,Minnesota,MN,Dakota County,27037,44.670893,-93.062481
Clay,Minnesota,MN,Dodge County,27039,44.020706,-92.869353
Clearwater,Minnesota,MN,Douglas County,27041,45.936829,-95.462156
Cook,Minnesota,MN,Faribault County,27043,43.676522,-93.947234
Cottonwood,Minnesota,MN,Fillmore County,27045,43.679187,-92.093937
Crow Wing,Minnesota,MN,Freeborn County,27047,43.674202,-93.350289
Dakota,Minnesota,MN,Goodhue County,27049,44.406178,-92.716
Dodge,Minnesota,MN,Grant County,27051,45.930743,-96.010699
Douglas,Minnesota,MN,Hennepin County,27053,45.006121,-93.475228
Faribault,Minnesota,MN,Houston County,27055,43.66699,-91.501556
Fillmore,Minnesota,MN,Hubbard County,27057,47.095551,-94.91329
Freeborn,Minnesota,MN,Isanti County,27059,45.562431,-93.296339
Goodhue,Minnesota,MN,Itasca County,27061,47.490817,-93.611102
Grant,Minnesota,MN,Jackson County,27063,43.671111,-95.149731
Hennepin,Minnesota,MN,Kanabec County,27065,45.94776,-93.297788
Houston,Minnesota,MN,Kandiyohi County,27067,45.152714,-95.004981
Hubbard,Minnesota,MN,Kittson County,27069,48.77604,-96.780349
Isanti,Minnesota,MN,Koochiching County,27071,48.245374,-93.782896
Itasca,Minnesota,MN,Lac qui Parle County,27073,44.999856,-96.176836
Jackson,Minnesota,MN,Lake County,27075,47.517111,-91.411704
Kanabec,Minnesota,MN,Lake of the Woods County,27077,48.7681,-94.904633
Kandiyohi,Minnesota,MN,Le Sueur County,27079,44.373424,-93.730143
Kittson,Minnesota,MN,Lincoln County,27081,44.408238,-96.272032
Koochiching,Minnesota,MN,Lyon County,27083,44.409195,-95.847268
Lac qui Parle,Minnesota,MN,McLeod County,27085,44.821657,-94.272323
Lake,Minnesota,MN,Mahnomen County,27087,47.328387,-95.811089
Lake of the Woods,Minnesota,MN,Marshall County,27089,48.362728,-96.357761
Le Sueur,Minnesota,MN,Martin County,27091,43.677118,-94.537252
Lincoln,Minnesota,MN,Meeker County,27093,45.123155,-94.527346
Lyon,Minnesota,MN,Mille Lacs County,27095,45.929043,-93.632996
Mahnomen,Minnesota,MN,Morrison County,27097,46.020484,-94.266619
Marshall,Minnesota,MN,Mower County,27099,43.666249,-92.759514
Martin,Minnesota,MN,Murray County,27101,44.015594,-95.761581
McLeod,Minnesota,MN,Nicollet County,27103,44.35882,-94.245684
Meeker,Minnesota,MN,Nobles County,27105,43.677686,-95.763132
Mille Lacs,Minnesota,MN,Norman County,27107,47.329453,-96.463776
Morrison,Minnesota,MN,Olmsted County,27109,43.999499,-92.410099
Mower,Minnesota,MN,Otter Tail County,27111,46.405727,-95.714581
Murray,Minnesota,MN,Pennington County,27113,48.069247,-96.037725
Nicollet,Minnesota,MN,Pine County,27115,46.10094,-92.763094
Nobles,Minnesota,MN,Pipestone County,27117,44.015361,-96.257015
Norman,Minnesota,MN,Polk County,27119,47.774254,-96.400027
Olmsted,Minnesota,MN,Pope County,27121,45.589623,-95.446705
Otter Tail,Minnesota,MN,Ramsey County,27123,45.015204,-93.099965
Pennington,Minnesota,MN,Red Lake County,27125,47.865487,-96.08718
Pine,Minnesota,MN,Redwood County,27127,44.403536,-95.254241
Pipestone,Minnesota,MN,Renville County,27129,44.723697,-94.955617
Polk,Minnesota,MN,Rice County,27131,44.350734,-93.298505
Pope,Minnesota,MN,Rock County,27133,43.669587,-96.263238
Ramsey,Minnesota,MN,Roseau County,27135,48.761068,-95.821504
Red Lake,Minnesota,MN,St. Louis County,27137,47.578635,-92.51457
Redwood,Minnesota,MN,Scott County,27139,44.651805,-93.533731
Renville,Minnesota,MN,Sherburne County,27141,45.453176,-93.76913
Rice,Minnesota,MN,Sibley County,27143,44.575734,-94.230123
Rock,Minnesota,MN,Stearns County,27145,45.555235,-94.610482
Roseau,Minnesota,MN,Steele County,27147,44.015261,-93.220453
Scott,Minnesota,MN,Stevens County,27149,45.593461,-95.992315
Sherburne,Minnesota,MN,Swift County,27151,45.27581,-95.690124
Sibley,Minnesota,MN,Todd County,27153,46.066569,-94.900576
Stearns,Minnesota,MN,Traverse County,27155,45.769935,-96.474832
Steele,Minnesota,MN,Wabasha County,27157,44.289693,-92.23334
Stevens,Minnesota,MN,Wadena County,27159,46.586986,-94.988608
St. Louis,Minnesota,MN,Waseca County,27161,44.01846,-93.589844
Swift,Minnesota,MN,Washington County,27163,45.037929,-92.890117
Todd,Minnesota,MN,Watonwan County,27165,43.978109,-94.613798
Traverse,Minnesota,MN,Wilkin County,27167,46.362335,-96.476657
Unknown,Minnesota,MN,Winona County,27169,43.982268,-91.776708
Wabasha,Minnesota,MN,Wright County,27171,45.175091,-93.966396
Wadena,Minnesota,MN,Yellow Medicine County,27173,44.715736,-95.862756
Waseca,Minnesota,MS,Adams County,28001,31.486224,-91.351797
Washington,Minnesota,MS,Alcorn County,28003,34.886569,-88.581109
Watonwan,Minnesota,MS,Amite County,28005,31.203933,-90.795542
Wilkin,Minnesota,MS,Attala County,28007,33.090468,-89.588622
Winona,Minnesota,MS,Benton County,28009,34.810518,-89.200285
Wright,Minnesota,MS,Bolivar County,28011,33.799139,-90.88412
Yellow Medicine,Minnesota,MS,Calhoun County,28013,33.936634,-89.337114
Adams,Mississippi,MS,Carroll County,28015,33.440795,-89.918887
Alcorn,Mississippi,MS,Chickasaw County,28017,33.933277,-88.947558
Amite,Mississippi,MS,Choctaw County,28019,33.345964,-89.251332
Attala,Mississippi,MS,Claiborne County,28021,31.97281,-90.915424
Benton,Mississippi,MS,Clarke County,28023,32.045374,-88.687976
Bolivar,Mississippi,MS,Clay County,28025,33.65967,-88.782468
Calhoun,Mississippi,MS,Coahoma County,28027,34.22867,-90.603165
Carroll,Mississippi,MS,Copiah County,28029,31.866915,-90.448758
Chickasaw,Mississippi,MS,Covington County,28031,31.633331,-89.548897
Choctaw,Mississippi,MS,DeSoto County,28033,34.874266,-89.99324
Claiborne,Mississippi,MS,Forrest County,28035,31.18858,-89.259447
Clarke,Mississippi,MS,Franklin County,28037,31.477773,-90.895457
Clay,Mississippi,MS,George County,28039,30.855431,-88.642268
Coahoma,Mississippi,MS,Greene County,28041,31.212845,-88.634811
Copiah,Mississippi,MS,Grenada County,28043,33.770031,-89.80274
Covington,Mississippi,MS,Hancock County,28045,30.391641,-89.482791
DeSoto,Mississippi,MS,Harrison County,28047,30.416536,-89.083376
Forrest,Mississippi,MS,Hinds County,28049,32.267788,-90.466017
Franklin,Mississippi,MS,Holmes County,28051,33.125942,-90.091197
George,Mississippi,MS,Humphreys County,28053,33.130996,-90.523421
Greene,Mississippi,MS,Issaquena County,28055,32.755539,-91.003535
Grenada,Mississippi,MS,Itawamba County,28057,34.281075,-88.363127
Hancock,Mississippi,MS,Jackson County,28059,30.456005,-88.625101
Harrison,Mississippi,MS,Jasper County,28061,32.016989,-89.11943
Hinds,Mississippi,MS,Jefferson County,28063,31.733633,-91.043878
Holmes,Mississippi,MS,Jefferson Davis County,28065,31.564808,-89.827086
Humphreys,Mississippi,MS,Jones County,28067,31.616601,-89.168532
Issaquena,Mississippi,MS,Kemper County,28069,32.750136,-88.625631
Itawamba,Mississippi,MS,Lafayette County,28071,34.353078,-89.485385
Jackson,Mississippi,MS,Lamar County,28073,31.197586,-89.506369
Jasper,Mississippi,MS,Lauderdale County,28075,32.403998,-88.660449
Jefferson,Mississippi,MS,Lawrence County,28077,31.550009,-90.10753
Jefferson Davis,Mississippi,MS,Leake County,28079,32.76063,-89.52225
Jones,Mississippi,MS,Lee County,28081,34.29237,-88.682439
Kemper,Mississippi,MS,Leflore County,28083,33.54979,-90.294934
Lafayette,Mississippi,MS,Lincoln County,28085,31.535216,-90.453566
Lamar,Mississippi,MS,Lowndes County,28087,33.471424,-88.439723
Lauderdale,Mississippi,MS,Madison County,28089,32.63437,-90.03416
Lawrence,Mississippi,MS,Marion County,28091,31.230167,-89.821712
Leake,Mississippi,MS,Marshall County,28093,34.76619,-89.504231
Lee,Mississippi,MS,Monroe County,28095,33.89003,-88.485038
Leflore,Mississippi,MS,Montgomery County,28097,33.500714,-89.639625
Lincoln,Mississippi,MS,Neshoba County,28099,32.752518,-89.119274
Lowndes,Mississippi,MS,Newton County,28101,32.40197,-89.118412
Madison,Mississippi,MS,Noxubee County,28103,33.106508,-88.566004
Marion,Mississippi,MS,Oktibbeha County,28105,33.422313,-88.876151
Marshall,Mississippi,MS,Panola County,28107,34.365205,-89.963065
Monroe,Mississippi,MS,Pearl River County,28109,30.774793,-89.586904
Montgomery,Mississippi,MS,Perry County,28111,31.169307,-88.988755
Neshoba,Mississippi,MS,Pike County,28113,31.177516,-90.397725
Newton,Mississippi,MS,Pontotoc County,28115,34.227081,-89.037239
Noxubee,Mississippi,MS,Prentiss County,28117,34.620566,-88.522184
Oktibbeha,Mississippi,MS,Quitman County,28119,34.252833,-90.290171
Panola,Mississippi,MS,Rankin County,28121,32.267123,-89.946063
Pearl River,Mississippi,MS,Scott County,28123,32.411959,-89.533486
Perry,Mississippi,MS,Sharkey County,28125,32.892395,-90.827613
Pike,Mississippi,MS,Simpson County,28127,31.902505,-89.917709
Pontotoc,Mississippi,MS,Smith County,28129,32.019029,-89.494876
Prentiss,Mississippi,MS,Stone County,28131,30.790184,-89.112297
Quitman,Mississippi,MS,Sunflower County,28133,33.605529,-90.59509
Rankin,Mississippi,MS,Tallahatchie County,28135,33.954529,-90.172243
Scott,Mississippi,MS,Tate County,28137,34.649553,-89.943105
Sharkey,Mississippi,MS,Tippah County,28139,34.763618,-88.918819
Simpson,Mississippi,MS,Tishomingo County,28141,34.737697,-88.236064
Smith,Mississippi,MS,Tunica County,28143,34.652201,-90.37177
Stone,Mississippi,MS,Union County,28145,34.489533,-89.002339
Sunflower,Mississippi,MS,Walthall County,28147,31.164492,-90.103431
Tallahatchie,Mississippi,MS,Warren County,28149,32.356095,-90.852384
Tate,Mississippi,MS,Washington County,28151,33.273174,-90.944446
Tippah,Mississippi,MS,Wayne County,28153,31.642503,-88.678214
Tishomingo,Mississippi,MS,Webster County,28155,33.612061,-89.283961
Tunica,Mississippi,MS,Wilkinson County,28157,31.161091,-91.324617
Union,Mississippi,MS,Winston County,28159,33.078724,-89.037391
Walthall,Mississippi,MS,Yalobusha County,28161,34.030666,-89.703807
Warren,Mississippi,MS,Yazoo County,28163,32.765675,-90.387928
Washington,Mississippi,MO,Adair County,29001,40.190666,-92.603592
Wayne,Mississippi,MO,Andrew County,29003,39.988863,-94.803551
Webster,Mississippi,MO,Atchison County,29005,40.431846,-95.437555
Wilkinson,Mississippi,MO,Audrain County,29007,39.214481,-91.843418
Winston,Mississippi,MO,Barry County,29009,36.699376,-93.834334
Yalobusha,Mississippi,MO,Barton County,29011,37.500799,-94.344089
Yazoo,Mississippi,MO,Bates County,29013,38.257217,-94.339246
Adair,Missouri,MO,Benton County,29015,38.301036,-93.287942
Andrew,Missouri,MO,Bollinger County,29017,37.318427,-90.024645
Atchison,Missouri,MO,Boone County,29019,38.989861,-92.310202
Audrain,Missouri,MO,Buchanan County,29021,39.660369,-94.808173
Barry,Missouri,MO,Butler County,29023,36.71518,-90.40313
Barton,Missouri,MO,Caldwell County,29025,39.658998,-93.979179
Bates,Missouri,MO,Callaway County,29027,38.835547,-91.923446
Benton,Missouri,MO,Camden County,29029,38.026527,-92.765327
Bollinger,Missouri,MO,Cape Girardeau County,29031,37.384141,-89.685658
Boone,Missouri,MO,Carroll County,29033,39.427375,-93.500227
Buchanan,Missouri,MO,Carter County,29035,36.944858,-90.945705
Butler,Missouri,MO,Cass County,29037,38.646474,-94.354547
Caldwell,Missouri,MO,Cedar County,29039,37.733655,-93.850014
Callaway,Missouri,MO,Chariton County,29041,39.517968,-92.96162
Camden,Missouri,MO,Christian County,29043,36.969739,-93.187614
Cape Girardeau,Missouri,MO,Clark County,29045,40.407275,-91.729472
Carroll,Missouri,MO,Clay County,29047,39.315551,-94.421502
Carter,Missouri,MO,Clinton County,29049,39.608723,-94.395803
Cass,Missouri,MO,Cole County,29051,38.503233,-92.280027
Cedar,Missouri,MO,Cooper County,29053,38.845386,-92.812323
Chariton,Missouri,MO,Crawford County,29055,37.96656,-91.313933
Christian,Missouri,MO,Dade County,29057,37.43235,-93.854878
Clark,Missouri,MO,Dallas County,29059,37.683583,-93.033815
Clay,Missouri,MO,Daviess County,29061,39.962839,-93.970053
Clinton,Missouri,MO,DeKalb County,29063,39.894665,-94.40719
Cole,Missouri,MO,Dent County,29065,37.603072,-91.489717
Cooper,Missouri,MO,Douglas County,29067,36.946517,-92.515892
Crawford,Missouri,MO,Dunklin County,29069,36.306905,-90.065394
Dade,Missouri,MO,Franklin County,29071,38.413003,-91.072832
Dallas,Missouri,MO,Gasconade County,29073,38.441183,-91.50578
Daviess,Missouri,MO,Gentry County,29075,40.208127,-94.405321
DeKalb,Missouri,MO,Greene County,29077,37.258196,-93.340641
Dent,Missouri,MO,Grundy County,29079,40.112541,-93.565054
Douglas,Missouri,MO,Harrison County,29081,40.34562,-93.992582
Dunklin,Missouri,MO,Henry County,29083,38.386491,-93.792628
Franklin,Missouri,MO,Hickory County,29085,37.93691,-93.322988
Gasconade,Missouri,MO,Holt County,29087,40.095724,-95.219072
